"rename","redenumiți"
"Rename a new title.","Redenumiți un nou titlu."
"newName","nume nou"
"Set values for a title.","Setați valori pentru un titlu."
"maxOccupants","max Ocupanți"
"Test",""
"Districts","Districtele"
"openserverui","server deschis"
"Opens the server GUI, if the user is a local user.","Deschide GUI-ul serverului, dacă utilizatorul este un utilizator local."
"avatar",""
"metime",""
"pollute","polua"
"trashcity","oras cu gunoi"
"Just in case you like living in TRASH CITY","Doar în cazul în care vă place să locuiți în Oras cu Gunoi"
"co2",""
"ppm",""
"Rains tailings from the heavens to ruin the world","Ploile de steril din ceruri pentru a ruina lumea"
"air","aer"
"Creates AIR POLLUTION MACHINES OF DOOM","Creează mașini de poluare aeriană de DOOM"
"sealevel",""
"Displays the current sea level and how much it has risen.","Afișează nivelul actual al mării și cât a crescut."
"skills","aptitudini"
"num","pe unu"
"bed","pat"
"contracts","contracte"
"Stone Sickle","Falce de piatră"
"Stone Road Tool","Instrumentul Drumului de Piatră"
"Stone Machete","Machete de piatră"
"Steel Sickle","Secera din otel"
"Steel Machete","Machete din oțel"
"Modern Machete","Machete moderne"
"Iron Machete","Macheta de fier"
"The time is: {0}","Este ora: {0}"
"Somebody else is already saving the world!","Altcineva salvează deja lumea!"
"Cannot fit {0} in your inventory.","Nu se potrivesc {0} în inventarul dvs."
"Unassigned Role","Rolul Nedesemnată"
"Role","Rol"
"{0} cancelled.","{0} anulat."
"{0} complete.","{0} complet."
"{0} payment","{0} plată"
"splitting evenly","despărțindu-se uniform"
"splitting based on work performed","divizare pe baza muncii efectuate"
", paid as work is performed.",", plătit pe măsură ce se efectuează munca."
"Should the amount be paid out as you do work? Or all at once at the end?","Suma trebuie plătită pe măsură ce lucrați? Sau toate deodată la sfârșit?"
"This clause allows you to define a set of sub-clauses. You can define how many of the sub-classes must be satisfied for this clause to succeed: All, Any, or None.\n\nThis clause is useful for making complex requirements with multiple options for success.","Această clauză vă permite să definiți un set de sub-clauze. Puteți defini câte dintre sub-clase trebuie satisfăcute pentru ca această clauză să aibă succes: Toate, Oricare sau Niciuna.\n\nAceastă clauză este utilă pentru a face cerințe complexe cu mai multe opțiuni pentru succes."
"You cannot hold an election for {0}.{1}It is only a proposed title and must be activated first.","Nu puteți organiza alegeri {0}.{1}Este doar un titlu propus și trebuie activat mai întâi."
"You cannot hold an election for {0}.{1}The title has been removed.","Nu puteți organiza alegeri{0}.{1}Titlul a fost eliminat."
"Election for {0} is already running.","Alegerea pentru {0} deja rulează."
"There is already an election happening for {0}: {1}","Există deja alegeri pentru {0}: {1}"
"You are already in the running election {0}.","Sunteți deja la alegerile care candidează {0}."
"Cannot start another election of type {0} for another {1}.","Nu se poate începe o altă alegere de tip {0} pentru altul {1}."
"Can't start an election to replace this occupied position until {0} hours before the end of term.","Nu pot începe alegeri pentru a înlocui această poziție ocupată până când {0} cu câteva ore înainte de sfârșitul mandatului."
"Cannot run for office, you have already served the maximum number of terms, {0}.","Nu puteți rula pentru birou, ați îndeplinit deja numărul maxim de termeni, {0}."
"Cannot run for office, you have already served the maximum number of consecutive terms, {0}.","Nu puteți rula pentru birou, ați servit deja numărul maxim de termeni consecutivi, {0}."
"Only {0} may vote in this election.","Numai {0} poate vota la aceste alegeri."
"Member Status","Statutul de Membru"
"added {0}. All requested items are present.","adăugat {0}. Toate articolele solicitate sunt prezente."
"added {0}. {1} remaining.","adăugat {0}. {1} rămas."
"removed {0}. All requested items are present.","îndepărtat {0}. Toate articolele solicitate sunt prezente."
"removed {0}. {1} remaining.","îndepărtat {0}. {1} rămas."
"You {0}","Tu {0}"
"Only users with title permissions can set the global markers.","Doar utilizatorii cu permisiuni de titlu pot seta piețele globale."
"{0} added {1} to {2}.","{0} adăugat {1} la {2}."
"Civics",""
"You are too hungry to do that.","Ți-e prea foame să faci asta."
"Work Parties","Petreceri de lucru"
"Can't ratify","Nu pot ratifica"
"Missing {0} in {1}.","Lipsește {0} în {1}."
"Invalid {0} in {1}: {2}","Invalid {0} în {1}: {2}"
"Local Worlds","Lumile Locale"
"Currently unposted.","Momentan nepostat."
"Amount to craft:","Cantitate la craft:"
"Target account:","Contul țintă:"
"Open or Closed Work Party","Petrecere deschisă sau închisă"
"Set whether this Work Party is an Open or Closed size.\n\nAn 'Open' Work Party will open a new laborer slot when existing roles fill up. A closed Work Party will not.","Setați dacă acest grup de lucru are o dimensiune deschisă sau închisă.\n\nUn grup de lucru „Deschis” va deschide un nou slot pentru muncitori atunci când se vor ocupa rolurile existente. Un grup de lucru închis nu va face acest lucru."
"Laborers","Muncitori"
"Permissions","Permisiuni"
"Bank Accounts You Manage","Conturi bancare pe care le gestionați"
"Help Text","Text de ajutor"
"Mint item:","Articol monetar:"
"Description:","Descriere:"
"Enter Description.​","Introduceți descrierea"
"Savegame Description","Salvați descrierea jocului"
"Treasury Disabled:\nOnly citizens with Elected Titles that provide them treasury privileges can use this.","Trezoreria dezactivată:\nNumai cetățenii cu titluri alese care le oferă privilegii de trezorerie pot folosi acest lucru."
"% of transfer","% de transfer"
"Direct Transfer Tax (own):","Impozit direct pe transfer (propriu):"
"% of payment","% de plată"
"% of fee","% din taxă"
"Contract Tax:","Taxa contractului:"
"Direct Transfer Tax (public):","Taxa de transfer direct (publică):"
"Host a World","Găzduiește o lume"
"Online hours of {0} (in the last {1} days)","Ore online de {0} (în ultimele {1} zile)"
"Online time of a citizen.","Ora online a unui cetățean."
"The citizen who's online time we're measuring","Cetățeanul care a măsurat timpul online"
"The currency owned by the citizen to count.","Moneda deținută de cetățean de numărat."
"The citizen whose wealth is being calculated.","Cetățeanul a cărui avere se calculează."
"Is this citizen currently an admin?","Acest cetățean este în prezent administrator?"
"The citizen being checked.","Cetățeanul fiind verificat."
"Citizens","Cetățeni"
"has","are"
"doesn't have","nu are"
"The citizen to test.","Cetățeanul să testeze."
"The citizen being checked for this demographic.","Cetățeanul fiind verificat pentru acest demografic."
"When a citizen matches all of these requirements, they will be a member of this demographic.","Atunci când un cetățean îndeplinește toate aceste cerințe, va fi membru al acestui demografic."
"Requirements to be in this Demographic:","Cerințe pentru a fi incluse în acest demografic:"
"Requirements:","Cerințe:"
"Citizens in demographic: {0}","Cetățeni în domeniul demografic: {0}"
"Citizens not in demographic: {0}","Cetățeni care nu sunt în domeniul demografic: {0}"
"The 'Active Players' demographic will check this many of the past days to determine the hours played by a user.","Grupul demografic „Jucători activi” va verifica acest lucru în zilele trecute pentru a determina orele jucate de un utilizator."
"The 'Active Players' demographic will apply to any users who played this many hours within the past number of days specified above.","Grupul demografic „Jucători activi” se va aplica oricăror utilizatori care au jucat atât de multe ore în ultimele zile specificate mai sus."
"Display Text","Afișare text"
"Target Inventory","Inventarul țintă"
"Target Bank Account","Cont bancar țintă"
"Successor","Succesor"
"Rank","Rang"
"Empty Blocks Count As Windows",""
"Target Tick Delta Time MS",""
"Parallel World Object Ticks",""
"Paused",""
"Unpause At First Login",""
"Allow Fast Forward",""
"Sleep Time Pass Multiplier",""
"Time To Reach Maximum Time Rate",""
"Collaboration Preset",""
"Require Authentication","Necesită autentificare"
"Allow Debug Calls","Permite Chemări de Depanare"
"Un Stuck Disable Time",""
"Admin Commands Logging Level","Nivel de înregistrare a comenzilor de administrare"
"Delay Nearby Food Check Minutes","Întârziați în apropierea proceselor verbale de verificare a alimentelor"
"Nearby Food Spawn Location Radius","Locul de amplasare în apropiere"
"Nearby Food Spawn Count","În apropiere, alimente în număr mare"
"Use Exact Spawn Location",""
"Value Addition To Overthrow","Adăugare de valoare la depășire"
"Resigned","Demisionat"
"Preserve Generated Mods Assembly","Păstrați ansamblul modurilor generate"
"Invalid WaterRange for {0}. Ensure you have most recent EcoSim.eco version and probably you may need to regen the layer if it disappeared with in-game admin command: /regenlayer {1}","Interval de apă nevalid pentru {0}. Asigurați-vă că aveți cel mai recent EcoSim.eco versiunea și probabil că va trebui să regeneriți stratul dacă a dispărut cu administratorul din joc command: /regenlayer {1}"
", and",", și"
"Not Found","Nu a fost gasit"
"Updated {0}. It may take up to ten minutes to see the immediate consequences in the world.","Actualizat {0}. Poate dura până la zece minute pentru a vedea consecințele imediate în lume."
"Updating {0} has no effect. Try different params.","Actualizarea {0} nu are efect. Încercați diferite parame."
"Who can vote in elections of this type?","Cine poate vota la alegeri de acest tip?"
"Who can veto elections of this type?","Cine poate să opteze pentru alegeri de acest tip?"
"After this many hours, the election will end with or without a winner.","După aceste multe ore, alegerile se vor încheia cu sau fără câștigător."
"If this percentage of voters have cast their vote, then the election will end early (but not sooner than the Minimum Election Time).","Dacă acest procent de votanți și-au exprimat votul, alegerile se vor încheia devreme (dar nu mai devreme decât ora minimă de alegeri)."
"Members: {0} Non-members: {1}","Membrii: {0} Non-membri: {1}"
"Defines rules about how the government works.","Definește reguli despre modul în care funcționează guvernul."
"Which kind of civic actions does this rule apply to?","La ce fel de acțiuni civice se aplică această regulă?"
"Defines which citizens can perform these kinds of actions immediately, without election.","Definește cetățenii care pot efectua aceste tipuri de acțiuni imediat, fără alegeri."
"Defines which citizens are allowed to propose an election that would perform this action.","Definește cetățenii care au voie să propună alegeri care să realizeze această acțiune."
"Defines the kind of election that will be run to determine if the action should be taken.","Definește tipul de alegeri care vor fi organizate pentru a determina dacă trebuie luată acțiunea."
"Population Changes:","Modificări ale populației:"
"Current Populations:","Populații Actuale:"
"Size:","Mărimea:"
"{0:username} {1:verb} by {2:bonus amount}","{0:username} {1:verb} de {2:bonus amount}"
"EcoSim.eco config isn't valid. Read more details above.","EcoSim.eco config nu este valid. Citiți mai multe detalii mai sus."
"Preserve or not auto-generated Eco.Mods.dll assembly. When server started it will be saved in current directory.","Păstrați sau nu ansamblul Eco.Mods.dll generat automat. La pornirea serverului, acesta va fi salvat în directorul curent."
"Editing Text​","Editarea textului"
"Name:","Nume:"
"Legislation",""
"Elected Titles\n","Titluri Alese\n"
"District",""
"Invalid! {0}",""
"valid","valabil"
"(invalid)",""
"invalid",""
"v",""
"Only can use this command when targeting a vehicle","Poate utiliza această comandă numai atunci când vizați un vehicul"
"You're not authorized to do this.","Nu sunteți autorizat să faceți acest lucru."
"{0} {1} on property.","{0}{1} pe proprietate."
"greater than","mai mare ca"
"Cannot specify a '{0}' {1}: {2}.","Nu se poate specifica un '{0}' {1}: {2}."
"(Note: this will automatically become valid if {0} becomes active.)","(Notă: acest lucru va deveni automat valid dacă {0} devine activ.)"
"Specifies how much wall blocks required to make one empty window or door block without penalty. It counts all wall blocks in the room, including window blocks itself.","Specifică cât de multe blocuri de perete necesare pentru a face o fereastră goală sau un bloc de ușă fără penalizare. Numără toate blocurile de perete din cameră, inclusiv blocurile de ferestre în sine."
"Room can't be created from wall block at {0}","Camera nu poate fi creată din blocul de perete de la {0}"
"Room can't be created from window at {0}","Camera nu poate fi creată din fereastra de la {0}"
"Room volume at {0} is too small. Should be at least 3 blocks, but current volume is {1}","Volumul camerei la {0} este prea mic. Ar trebui să aibă cel puțin 3 blocuri, dar volumul actual este {1}"
"Room  at {0} can't have empty edges if AllowEmptyEdges is false. Currently have {1}.","Cameră la {0} nu poate avea margini goale dacă AllowEmptyEdges este fals. În prezent au {1}."
"{0} complete: {1}","{0} complet: {1}"
"Tutorial",""
"Contains {0} Districts covering {1} square meters ({2} plots).","Conține {0} Districtele care acoperă {1} metri patrati ({2} parcele)."
"District Maps","Hărți de district"
"Please restart the game for the language change to take full effect.","Reporniți jocul pentru ca schimbarea limbii să aibă efect complet."
"Anonymous","Anonim"
"{0} added.","{0} adăugat."
"Removed {0}.","Îndepărtat {0}."
"Cannot remove users.","Utilizatorii nu pot fi eliminați."
"No items of this tier were found","Nu au fost găsite articole din acest nivel"
"No vehicles were found","Nu au fost găsite vehicule"
"Are you sure you want to leave this work party?  Your existing contribution of {0} will be lost.","Sigur doriți să părăsiți această petrecere de lucru? Contribuția dvs. existentă de {0} va fi pierdut."
"Cancelling will pay out all existing laborers any amounts they've earned this far. Are you sure?","Anularea va plăti tuturor muncitorilor existenți orice sumă câștigată până acum. Esti sigur?"
"You're not a part of this work party.","Nu faceți parte din această petrecere de lucru."
"You're already a part of this work party.","Faceți deja parte din această petrecere de lucru."
"You are now a laborer in {0}!","Acum ești muncitor în {0}!"
"Cannot create more than {0} accounts.","Nu se pot crea mai mult de {0} conturi."
"Invalid account.",""
"You don't have access to that account.",""
"That is a permanent account and cannot be deleted.",""
"Account still has funds in it, cannot delete until they are removed.",""
"Cannot remove {0} from their personal account.",""
"Name must be more than 3 characters.","Numele trebuie să aibă mai mult de 3 caractere."
"{0} already exists.",""
"Can't end an account name with 'Personal Account' for security.",""
"Wages","Salarii"
"online and offline","online și offline"
"Wages Paid From Account","Salarii plătite din cont"
"Wages:","Salarii:"
"Wages for being an occupant of this title.","Salarii pentru ocuparea acestui titlu."
"Elections Using This Process:","Alegeri care utilizează acest proces:"
"Resign from {0}","Demisionează din {0}"
"Veto {0}",""
"resigned","demisionat"
"Begin an election for a government office.","Începeți alegerile pentru un birou guvernamental."
"Join an election as a candidate.","Alăturați-vă la alegeri în calitate de candidat."
"Leave an election of which you are a candidate.","Părasește o alegere la care ești candidat."
"Forcibly remove an official from office.","Îndepărtați cu forță un funcționar din funcție."
"Resign from an elected title you hold.","Demisia de la un titlu ales pe care îl dețineți."
"Start Election","Începeți Alegerea"
"Resign from Office","Demisia de la Office"
"Veto Election","Votul Alegeri"
"An anonymous citizen","Cetățean anonim"
"You are already in this election.","Sunteți deja la alegeri."
"Elections of type {0} cannot be vetoed.","Alegerile de tip {0} nu poate fi votată."
"Elections of type {0} can only be vetoed by {1}.","Alegerile de tip {0} poate fi doar votată de {1}."
"{0}: {1} Ended {2} ago.","{0}: {1} Încheiat {2} în urmă."
"{0}: {1} Started {2} ago.","{0}: {1} A început {2} în urmă."
"Finished.","Terminat."
"Active.","Activ."
"Spawned in {0}:{1}{2}","Născut în {0}:{1}{2}"
"Cannot rename to {0}: this name already exists.","Nu se poate redenumi {0}: Acest nume există deja."
"You continuously gain Character XP at the rate of {0} per real-day, multiplied by your {1}.","Câștigați în mod continuu caracterul XP la rata de {0} pe zi reală, înmulțit de dvs. {1}."
"Are you sure you want to remove {0}? You will lose access to the account immediately.","Sigur doriți să eliminați {0}? Vei pierde accesul la cont imediat."
"No account selected","Nu a fost selectat niciun cont"
"This work order is part of {0}, are you sure you want to remove it?","Această comandă de lucru face parte din {0}, sunteți sigur că doriți să o eliminați?"
"Couldn't find election.","Nu s-a putut găsi alegeri."
"No elections found.","Nu s-au găsit alegeri."
"Couldn't legally start election:{0}{1}","Nu se putea începe alegerile legal:{0}{1}"
"Do you have mods installed? Does the issue happen when no mods are installed?:","Aveți mod-uri instalate? Problema se întâmplă când nu sunt instalate modificări?:"
"Shale Brick","Cărămidă de șist"
"Object is destroyed.","Obiectul este distrus."
"Removed {0} {1}:{2}{3}","Îndepărtat {0} {1}:{2}{3}"
"{0} cleared.","{0} eliminate."
"Can't find an object matching '{0}' to spawn.","Nu puteți găsi un obiect care se potrivește cu '{0}' pentru a crea."
"Work","Muncă"
"Not enough money in {0}","Nu sunt suficienți bani în {0}"
"Transfer completed successfully!",""
"{0} Wages","{0} Salarii"
"Admin assigned by {0}","Admin atribuit de {0}"
"Admin unassigned by {0}","Admin neatribuit de {0}"
"Admin assigned","Admin alocat"
"citizen","cetăţean"
"Re-elected","Re-ales"
"Replaced in election","Înlocuit în alegeri"
"Re-elected in {0}","Re-ales în {0}"
"Elected in {0}","Ales în {0}"
"Time remaining in term: {0}","Timp rămas în termen: {0}"
"Term Limit Expired","Limita termenului a expirat"
"Successor to {0} (chosen from {1})","Succesor al {0} (ales din {1})"
"Remaining office holders","Titulari rămași"
"In the event that the office holder of this position leaves office not through election, they will be automatically replaced with one or more players from this title, randomly chosen.","În cazul în care deținătorul acestei funcții renunță la funcție nu prin alegeri, aceștia vor fi înlocuiți automat cu unul sau mai mulți jucători din acest titlu, aleși la întâmplare."
"If this is true, elections can start before the end of the office holder's term.","Dacă acest lucru este adevărat, alegerile pot începe înainte de sfârșitul mandatului titularului funcției."
"group","grup"
"Not contained by any object.","Nu este conținut de niciun obiect."
"Container {0} is disabled.","Recipient {0} este dezactivat."
"{0} errors:","{0} erori:"
"invalid.",""
"No election found.","Nu s-au găsit alegeri."
"The election will not produce a winner unless this percentage of eligible voters have cast their vote.","Alegerile nu vor produce un câștigător decât dacă acest procent de alegători eligibili și-au exprimat votul."
"No one is set to be able to remove {0} occupants from office.","Nimeni nu este setat să poată elimina {0} ocupanți din funcție."
"Only {0} may remove {1} occupants from office.","Numai {0} poate elimina {1} ocupanți din funcție."
"{0} removed from {1}.","{0} scos din {1}."
"{0} resigned from {1}.","{0} a demisionat din {1}."
"{0} withdrew from the election {1}.","{0} s-a retras din alegeri {1}."
"Removed from office by {0}","Eliminat din funcție de {0}"
"Remove {0} from {1}","Elimina {0} din {1}"
"Remove Official From Office","Eliminați funcționarul din birou"
"Test Users:","Utilizatori de testare:"
"skill set","set de calificare"
"Average room Tier: You have {0} out of needed {1}","Nivel mediu de cameră: Ai {0} din nevoie {1}"
"Your objects in the room use {0} of {1}; {2} uses {3}{4}","Obiectele tale din cameră se folosesc {0} de {1}; {2} utilizări {3}{4}"
"changes","schimbări"
"table","masa"
"store","magazin"
"{0} in {1}, {2} needed.","{0} în {1}, {2} necesar."
"for {0}","pentru {0}"
"Not enough space below to place item.","Nu este suficient spațiu mai jos pentru a plasa elementul."
"ingredient",""
"product","produs"
"{0} was removed.","{0} a fost eliminat."
"Wages are paid after this many minutes.","Salariile sunt plătite după multe minute."
"Create a new {0} draft from an existing {1}.","Creaza un nou {0} schiță dintr-un existent {1}."
"Are you sure you want to clear the contents of {0} and replace it with {1}?","Sigur doriți să ștergeți conținutul {0} și înlocuiți-l cu {1}?"
"Third Person View Toggle",""
"Vehicle Tool","Instrumentul Vehiculului"
"Vehicle","Vehicul"
"Advanced Settings","Setari Avansate"
"Max Distance To Show","Distanța maximă de afișat"
"Mouse",""
"Current target can't be fueled.","Obiectivul actual nu poate fi alimentat."
"New accounts spawned","Conturi noi a dat nastere"
"The carcass has nothing to pickup.","Carcasa nu are nimic de ridicat."
"Showing chat commands matching '{0}'","Se afișează comenzi de chat potrivite '{0}'"
"Talent: {0} was removed","Talent: {0} a fost eliminat"
"There's no wild food left around you.\n\nTo find more food you'll need to collect it from other players.","Nu mai există mâncare sălbatică în jurul tău.\n\nPentru a găsi mai multe alimente, va trebui să le colectați de la alți jucători."
"Constitution","Constituţie"
"Constitutional Articles","Articole constituționale"
"Government Overview","Prezentare generală a guvernului"
"inventory","inventar"
"List of inventory related commands","Lista comenzilor legate de inventar"
"cheat","trișa"
"List of commands for time operating","Lista comenzilor pentru funcționarea în timp"
"sim",""
"List of commands for simulations","Lista comenzilor pentru simulări"
"List of commands for land manipulations","Lista comenzilor pentru manipularea terenurilor"
"util",""
"List of some helping commands","Lista unor comenzi de ajutor"
"food","alimente"
"List of commands for food manipulations","Lista comenzilor pentru manipularea alimentelor"
"Sends a warning to a citizen","Trimite un avertisment unui cetățean"
"fullreset",""
"Resets all skills to unlearnt","Resetați toate abilitățile la neînvățate"
"removetalent","îndepărtează talentul"
"Removes talent by name","Îndepărtează talentul după nume"
"notalents","notalenti"
"Resets all talents","Resetează toate talentele"
"Kills all plants in an area. Pass true to delete them.","Ucide toate plantele dintr-o zonă. Treceți adevărat pentru a le șterge."
"Cuts all trees in an area. Pass true to delete them.","Taie toți copacii dintr-o zonă. Treceți adevărat pentru a le șterge."
"spawnallplants","se reproduc toate plantele"
"Spawns plants of particular ages in a row","Răsare plante de anumite vârste la rând"
"growth1","creștere1"
"growth2","creștere2"
"growth3","creștere3"
"fuel","combustibil"
"Fuels currently selected (driving) vehicle.","Combustibili selectați în prezent (vehicul)."
"toworldposition","remodelare"
"Teleport to a citizen.","Teleportați-vă unui cetățean."
"Displays all the commands available with hidden subcommands. Accepts a string to filter commands to a search string.","Afișează toate comenzile disponibile cu subcomandele ascunse. Acceptă un șir pentru a filtra comenzile într-un șir de căutare."
"Shows all help, including sub commands.","Afișează tot ajutorul, inclusiv comenzile secundare."
"unstuckvehicle","vehicul deblocat"
"Attempts to unstuck vehicle in target","Încearcă să desfaceți vehiculul în țintă"
"now","acum"
"emote",""
"setlayer",""
"Sets a world layer to specific value or random value from range.","Setează un strat mondial la o valoare specifică sau o valoare aleatorie din interval."
"maxValue",""
"property","proprietate"
"targetowner","proprietarul țintei"
"Change owner of current target","Schimbați proprietarul țintei curente"
"Specialty Points","Puncte de specialitate"
"Item Used","Articol folosit"
"Tool Used","Instrument folosit"
"Action Type","Tipul acțiunii"
"Currency Amount","Valoarea monedei"
"Percent Done","Procent realizat"
"Work Percent Contributed","Procentaj de muncă contribuit"
"Loan Or Bond","Împrumut sau obligațiune"
"Bought Or Sold","Cumpărat sau vândut"
"Shop Owner","Proprietar magazin"
"Buyer","Cumpărător"
"Deed Owner","Proprietar de act"
"Claimed Or Unclaimed","Revendicat sau Nerevendicat"
"Total Before Tax","Total inainte de taxe"
"Voted For User","A votat pentru utilizator"
"Entered Or Left Election","Alegerea intrată sau stânga"
"Damaged Or Destroyed","Deteriorat sau distrus"
"Item Count","Număr de articole"
"Work Order","Comandă de lucru"
"Ingredient Added","Ingredient adăugat"
"Dug Or Mined","Dug sau Minat"
"Placed Or Picked Up","Amplasat sau ridicat"
"Seconds Passed","Au trecut secunde"
"Pollution Source","Sursa de poluare"
"Time Polluting","Poluarea timpului"
"Hours Since Last Trigger","Ore de la ultimul declanșator"
"Min Contributed Percent","Procent minim contribuit"
"Pay From Account","Plătiți din cont"
"Pay Type","Tip de plată"
"Pay As You Go",""
"State","Stat"
"economy","economie"
"Amount Per Hour","Suma pe oră"
"Wage Type","Tipul salariului"
"Set the current area within a given radius to a given district (or a new district if none is passed).","Setați zona curentă dintr-o rază dată la un anumit district (sau un district nou dacă nu este trecut)."
"map","hartă"
"clearmap","hartă clară"
"Remove all districts from a given map.","Eliminați toate districtele de pe o hartă dată."
"Previous Element","Elementul Anterior"
"Force-end the specified election, adding a vote if true is passed (default).","Încheiați forțat alegerile specificate, adăugând un vot dacă se trece adevărat (implicit)."
"addVote","adaugă Votează"
"vote","vot"
"Vote in the given election for the given candidate.","Votează la alegerile date pentru candidatul respectiv."
"winner","câştigător"
"Force-win an election, either with the specified candidate, or 'yes' if it's a binary election.","Câștigă forțat o alegere, fie cu candidatul specificat, fie „da” dacă este vorba de alegeri binare."
"updatedems","actualizate"
"Force demographics to update immediately.","Forțați demografia să se actualizeze imediat."
"Executors","Executori"
"Articles","Articole"
"Time Started","Timpul a început"
"Time Ended","Timpul s-a încheiat"
"Position For Winner","Poziția pentru câștigător"
"Vetoers","Vetoții"
"Maximum Election Hours","Ore maxime ale alegerilor"
"Minimum Percent Of Eligible Voters Required",""
"End Election Early When This Percent Have Voted",""
"Minimum Days Between Elections Of This Type",""
"Anonymous Voting","Vot Anonim"
"If Then Blocks",""
"Target",""
"New Owner","Noul Proprietar"
"Title Holder",""
"Currently Owned By Citizen",""
"Ignore Property With Mulitple Owners",""
"User Description",""
"Triggers",""
"Configs",""
"Citizen Conditions","Condiții cetățenești"
"Action On Each Citizen","Acțiune asupra fiecărui cetățean"
"Choices","Alegeri"
"Citizen To Remove","Cetățean de eliminat"
"Election To Veto","Alegerea la veto"
"Remove Existing Articles","Eliminați articolele existente"
"New Articles","Articole noi"
"thirdperson","a treia persoana"
"Toggles Third Person Camera","Comută camera foto a treia persoană"
"levelupuser","utilizator de nivel superior"
"Invalid",""
"Build","Construi"
"Unposted","Neîncărcat"
"Submitted","Trimis"
"Unassigned","Neatribuit"
"Finished","Terminat"
"Deleted","Șters"
"Users Only","Numai pentru utilizatori"
"Global",""
"Put","Pune"
"Backed","Sprijinit"
"In Category","În categorie"
"Not In Category","Nu în categorie"
"Has All","Are toate"
"Has Any","Are oricare"
"Has None","Nu are"
"Destroy","Distruge"
"Inside One","În interiorul unuia"
"Inside All","În interiorul tuturor"
"Outside All","În afara tuturor"
"Split By Work Percent","Împărțit în procente de muncă"
"Split Evenly","Împărțiți uniform"
"Online Hours","Orele online"
"Online And Offline Hours","Ore online și offline"
"Laws Changing Taxes","Legile care modifică impozitele"
"Laws Preventing Actions","Legile care împiedică acțiunile"
"Laws Changing Property","Legile care schimbă proprietatea"
"Laws Ignoring Authorization","Legile care ignoră autorizația"
"Any Executive Action","Orice acțiune executivă"
"Executive Actions Affecting Taxes","Acțiuni executive care afectează impozitele"
"Executive Actions Affecting Property","Acțiuni executive care afectează proprietatea"
"Less Than","Mai puțin decât"
"Equal To","Egal cu"
"Greater Than","Mai mare ca"
"Greater Than Or Equal To","Mai mare decât sau egal cu"
"Not Equal To","Nu este egal cu"
"Subtract","Scădea"
"Multiply","Multiplica"
"Divide",""
"Owner Of Property","Proprietarul proprietății"
"Not Owner Of Property","Nu este proprietarul proprietății"
"Authorized On Property","Autorizat în proprietate"
"Unauthorized On Property","Neautorizat la proprietate"
"Not Destroying Organism","Organismul care nu distruge"
"Destroying Organism","Organismul distrugător"
"Entering Election","Intrarea în alegeri"
"Leaving Election","Părăsirea alegerilor"
"Entering Demographic","Intrarea demografică"
"Leaving Demographic","Părăsirea demografică"
"First Time In Demographic","Prima dată în demografie"
"Not First Time In Demographic","Nu este prima dată în demografie"
"Placing Object","Plasarea obiectului"
"Picking Up Object","Ridicarea obiectului"
"Unclaiming Land","Revendicare Pământ"
"Building Block","Bloc de construcție"
"Loan","Împrumut"
"Bond","Legătură"
"Wood","Lemn"
"Canvas","Pânză"
"Metal",""
"Dug",""
"Mined","Minat"
"Voice Manager","Manager voce"
"Wall Blocks Per Window","Blocuri de perete pe fereastră"
"APIAuth Token","Jeton APIAuth"
"APIAdmin Auth Token","Token de autentificare a administratorului API"
"Day Range For Active Demographic","Interval de zile pentru demografie activă"
"Hours Played To Be Active Demographic","Ore jucate pentru a fi activ demografic"
"Day Range For Abandoned Demographic","Zonă de zi pentru datele demografice abandonate"
"Hours Played To Be Abandoned Demographic","Ore de joc pentru a fi abandonate demografic"
"Minutes Between Civics Updates","Minute între actualizările civice"
"Allow Laws To Prevent Login Or Play","Permiteți legilor să împiedice conectarea sau să se joace"
"Basic Election","Alegerea de bază"
"Abandoned","Abandonat"
"Climb Height","Urcați pe înălțime"
"Chance To Attack","Șansa de a ataca"
"Detect Range","Detectează gama"
"Is Predator","Este Predator"
"Group In Packs","Grupați în pachete"
"Route Probing Plugin","Plugin de sondare a rutei"
"Tarantula",""
"SnappingTurtle","BroascăȚestoasă"
"PacificSardine",""
"MoonJellyfish",""
"Jaguar",""
"Crab",""
"Coyote","Coiot"
"Cod",""
"BlueShark","RechinAlbastru"
"Bass",""
"Alligator","Aligator"
"Agouti",""
"Current {0}","Actual {0}"
"Constitutions can be overthrown when their value is exceeded by {0}%.","Constituțiile pot fi răsturnate atunci când valoarea lor este depășită cu {0} %."
"Available Causes","Cauze disponibile"
"Available Effects","Efecte disponibile"
"World Settings","Setări mondiale"
"Zoning Office","Biroul de zonare"
"Tool Bench","Banc de scule"
"A place to craft and fix up tools.","Un loc pentru a crea și a aranja instrumente."
"Stamp Mill","Moara de timbre"
"Softwood Lumber Table","Masa pentru cherestea de rasinoase"
"Softwood Lumber Door","Ușă de cherestea de rasinoase"
"Softwood Lumber Chair","Scaun de cherestea de rasinoase"
"Softwood Lumber Bench","Bancă de cherestea de rasinoase"
"Small Standing Wood Sign","Semnal mic din lemn"
"Small Standing Spruce Sign","Semnal mic de molid în picioare"
"Small Standing Softwood Sign","Semnal mic din lemn rasinoase"
"Small Standing Saguaro Sign","Semn mic Saguaro în picioare"
"Small Standing Redwood Sign","Semn mic, în picioare, de roșu"
"Small Standing Palm Sign","Semn mic de palmier în picioare"
